words,turns,guesses
sewer,3,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbygg'], [3, 'sewer', 'ggggg']]"
voice,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbggg'], [3, 'voice', 'ggggg']]"
drake,4,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'bggbg'], [3, 'brake', 'bgggg'], [4, 'drake', 'ggggg']]"
grape,4,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'gggbg'], [3, 'graze', 'gggbg'], [4, 'grape', 'ggggg']]"
broke,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bgbbg'], [3, 'drove', 'bggbg'], [4, 'broke', 'ggggg']]"
chore,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bybyg'], [3, 'curve', 'gbybg'], [4, 'chore', 'ggggg']]"
guise,4,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bbbgg'], [3, 'purse', 'bgbgg'], [4, 'guise', 'ggggg']]"
slain,3,"[[1, 'slate', 'gggbb'], [2, 'slash', 'gggbb'], [3, 'slain', 'ggggg']]"
sneer,3,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbggg'], [3, 'sneer', 'ggggg']]"
drape,5,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'bggbg'], [3, 'brake', 'bggbg'], [4, 'craze', 'bggbg'], [5, 'drape', 'ggggg']]"
grave,2,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'ggggg']]"
meaty,3,"[[1, 'slate', 'bbggy'], [2, 'death', 'bgggb'], [3, 'meaty', 'ggggg']]"
short,3,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbgbg'], [3, 'short', 'ggggg']]"
sonar,3,"[[1, 'slate', 'gbybb'], [2, 'saucy', 'gybbb'], [3, 'sonar', 'ggggg']]"
toast,2,"[[1, 'slate', 'ybgyb'], [2, 'toast', 'ggggg']]"
sweet,2,"[[1, 'slate', 'gbbyy'], [2, 'sweet', 'ggggg']]"
stove,5,"[[1, 'slate', 'gbbyg'], [2, 'stone', 'gggbg'], [3, 'store', 'gggbg'], [4, 'stoke', 'gggbg'], [5, 'stove', 'ggggg']]"
truce,3,"[[1, 'slate', 'bbbyg'], [2, 'trice', 'ggbgg'], [3, 'truce', 'ggggg']]"
wrote,3,"[[1, 'slate', 'bbbgg'], [2, 'write', 'ggbgg'], [3, 'wrote', 'ggggg']]"
tripe,3,"[[1, 'slate', 'bbbyg'], [2, 'trice', 'gggbg'], [3, 'tripe', 'ggggg']]"
crazy,3,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'gggbb'], [3, 'crazy', 'ggggg']]"
beady,2,"[[1, 'slate', 'bbgby'], [2, 'beady', 'ggggg']]"
hairy,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbgg'], [3, 'hairy', 'ggggg']]"
noose,2,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'ggggg']]"
start,2,"[[1, 'slate', 'gbgyb'], [2, 'start', 'ggggg']]"
bribe,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bggbg'], [3, 'brine', 'gggbg'], [4, 'bride', 'gggbg'], [5, 'bribe', 'ggggg']]"
foamy,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bbgbb'], [3, 'again', 'bbgbb'], [4, 'foamy', 'ggggg']]"
force,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bybgg'], [3, 'force', 'ggggg']]"
taint,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ggbgg'], [3, 'taint', 'ggggg']]"
guile,4,"[[1, 'slate', 'bybbg'], [2, 'belle', 'bbbgg'], [3, 'while', 'bbggg'], [4, 'guile', 'ggggg']]"
soggy,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbybb'], [3, 'sorry', 'ggbbg'], [4, 'soggy', 'ggggg']]"
spoke,3,"[[1, 'slate', 'gbbbg'], [2, 'spore', 'gggbg'], [3, 'spoke', 'ggggg']]"
steer,4,"[[1, 'slate', 'gbbyy'], [2, 'sweet', 'gbggy'], [3, 'steep', 'ggggb'], [4, 'steer', 'ggggg']]"
beret,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bgbgg'], [3, 'beret', 'ggggg']]"
terse,2,"[[1, 'slate', 'ybbyg'], [2, 'terse', 'ggggg']]"
scant,3,"[[1, 'slate', 'gbgyb'], [2, 'start', 'gbgbg'], [3, 'scant', 'ggggg']]"
weary,3,"[[1, 'slate', 'bbgby'], [2, 'beady', 'bggbg'], [3, 'weary', 'ggggg']]"
cadet,3,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'ggygb'], [3, 'cadet', 'ggggg']]"
false,2,"[[1, 'slate', 'yyybg'], [2, 'false', 'ggggg']]"
paint,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'bgbgg'], [3, 'paint', 'ggggg']]"
beast,2,"[[1, 'slate', 'ybgyy'], [2, 'beast', 'ggggg']]"
mouse,5,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bgbgg'], [3, 'house', 'bgggg'], [4, 'rouse', 'bgggg'], [5, 'mouse', 'ggggg']]"
cable,2,"[[1, 'slate', 'byybg'], [2, 'cable', 'ggggg']]"
caste,2,"[[1, 'slate', 'ybygg'], [2, 'caste', 'ggggg']]"
stint,3,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'ggbbg'], [3, 'stint', 'ggggg']]"
rouse,4,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bgbgg'], [3, 'house', 'bgggg'], [4, 'rouse', 'ggggg']]"
cater,2,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'ggggg']]"
elate,3,"[[1, 'slate', 'bgggg'], [2, 'plate', 'bgggg'], [3, 'elate', 'ggggg']]"
showy,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gggbb'], [3, 'shown', 'ggggb'], [4, 'showy', 'ggggg']]"
curse,4,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bbbgg'], [3, 'purse', 'bgggg'], [4, 'curse', 'ggggg']]"
sappy,6,"[[1, 'slate', 'gbybb'], [2, 'saucy', 'ggbbg'], [3, 'savoy', 'ggbbg'], [4, 'sandy', 'ggbbg'], [5, 'sassy', 'ggbbg'], [6, 'sappy', 'ggggg']]"
faint,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'bgbgg'], [3, 'paint', 'bgggg'], [4, 'faint', 'ggggg']]"
forte,4,"[[1, 'slate', 'bbbgg'], [2, 'write', 'bybgg'], [3, 'route', 'ygbgg'], [4, 'forte', 'ggggg']]"
super,4,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbbgg'], [3, 'surer', 'ggbgg'], [4, 'super', 'ggggg']]"
grime,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bggbg'], [3, 'brine', 'bggbg'], [4, 'grime', 'ggggg']]"
booze,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbbbg'], [3, 'fudge', 'bbbbg'], [4, 'booze', 'ggggg']]"
barge,3,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bgbbg'], [3, 'barge', 'ggggg']]"
parer,6,"[[1, 'slate', 'bbyby'], [2, 'racer', 'ygbgg'], [3, 'wager', 'bgbgg'], [4, 'payer', 'ggbgg'], [5, 'paper', 'ggbgg'], [6, 'parer', 'ggggg']]"
plier,4,"[[1, 'slate', 'bgbby'], [2, 'elder', 'bgbgg'], [3, 'flier', 'bgggg'], [4, 'plier', 'ggggg']]"
shoot,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbgbg'], [3, 'short', 'gggbg'], [4, 'shoot', 'ggggg']]"
slack,4,"[[1, 'slate', 'gggbb'], [2, 'slash', 'gggbb'], [3, 'slain', 'gggbb'], [4, 'slack', 'ggggg']]"
flame,3,"[[1, 'slate', 'bggbg'], [2, 'blare', 'bggbg'], [3, 'flame', 'ggggg']]"
wooer,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'bgygg'], [5, 'wooer', 'ggggg']]"
phone,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'gbbbg'], [3, 'penne', 'gbbgg'], [4, 'phone', 'ggggg']]"
diary,5,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bygbb'], [3, 'board', 'bbggy'], [4, 'dwarf', 'gbggb'], [5, 'diary', 'ggggg']]"
alley,3,"[[1, 'slate', 'bgyby'], [2, 'clean', 'bgyyb'], [3, 'alley', 'ggggg']]"
carve,4,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bgbgg'], [3, 'waive', 'bgbgg'], [4, 'carve', 'ggggg']]"
shall,2,"[[1, 'slate', 'gygbb'], [2, 'shall', 'ggggg']]"
sheen,3,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'ggggb'], [3, 'sheen', 'ggggg']]"
creme,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bgbyg'], [3, 'crone', 'ggbbg'], [4, 'crude', 'ggbbg'], [5, 'creme', 'ggggg']]"
trait,2,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'ggggg']]"
trope,3,"[[1, 'slate', 'bbbyg'], [2, 'trice', 'ggbbg'], [3, 'trope', 'ggggg']]"
graze,3,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'gggbg'], [3, 'graze', 'ggggg']]"
stray,2,"[[1, 'slate', 'gbyyb'], [2, 'stray', 'ggggg']]"
poesy,4,"[[1, 'slate', 'ybbby'], [2, 'riser', 'bbyyb'], [3, 'chess', 'bbggb'], [4, 'poesy', 'ggggg']]"
flier,3,"[[1, 'slate', 'bgbby'], [2, 'elder', 'bgbgg'], [3, 'flier', 'ggggg']]"
solar,3,"[[1, 'slate', 'gyybb'], [2, 'sally', 'gygbb'], [3, 'solar', 'ggggg']]"
wooly,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bgbgg'], [3, 'wooly', 'ggggg']]"
those,3,"[[1, 'slate', 'ybbyg'], [2, 'terse', 'gbbgg'], [3, 'those', 'ggggg']]"
copse,5,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bgbgg'], [3, 'house', 'bgbgg'], [4, 'posse', 'ygbgg'], [5, 'copse', 'ggggg']]"
dopey,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgb'], [3, 'boney', 'bgbgg'], [4, 'dopey', 'ggggg']]"
greet,5,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bybgg'], [3, 'covet', 'bbbgg'], [4, 'quiet', 'bbbgg'], [5, 'greet', 'ggggg']]"
tribe,4,"[[1, 'slate', 'bbbyg'], [2, 'trice', 'gggbg'], [3, 'tripe', 'gggbg'], [4, 'tribe', 'ggggg']]"
trove,4,"[[1, 'slate', 'bbbyg'], [2, 'trice', 'ggbbg'], [3, 'trope', 'gggbg'], [4, 'trove', 'ggggg']]"
dance,5,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bgbbg'], [3, 'barge', 'bgbbg'], [4, 'canoe', 'yggbg'], [5, 'dance', 'ggggg']]"
geese,4,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bbbgg'], [3, 'purse', 'bbbgg'], [4, 'geese', 'ggggg']]"
penne,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'gbbbg'], [3, 'penne', 'ggggg']]"
savvy,4,"[[1, 'slate', 'gbybb'], [2, 'saucy', 'ggbbg'], [3, 'savoy', 'gggbg'], [4, 'savvy', 'ggggg']]"
spied,3,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbbgb'], [3, 'spied', 'ggggg']]"
slink,3,"[[1, 'slate', 'ggbbb'], [2, 'slunk', 'ggbgg'], [3, 'slink', 'ggggg']]"
tract,3,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'gggbg'], [3, 'tract', 'ggggg']]"
louse,3,"[[1, 'slate', 'yybbg'], [2, 'loose', 'ggbgg'], [3, 'louse', 'ggggg']]"
smoke,4,"[[1, 'slate', 'gbbbg'], [2, 'spore', 'gbgbg'], [3, 'shone', 'gbgbg'], [4, 'smoke', 'ggggg']]"
parry,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgggg'], [3, 'carry', 'bgggg'], [4, 'harry', 'bgggg'], [5, 'parry', 'ggggg']]"
tense,3,"[[1, 'slate', 'ybbyg'], [2, 'terse', 'ggbgg'], [3, 'tense', 'ggggg']]"
fanny,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'bggbg'], [4, 'fanny', 'ggggg']]"
blaze,5,"[[1, 'slate', 'bggbg'], [2, 'blare', 'gggbg'], [3, 'blade', 'gggbg'], [4, 'blame', 'gggbg'], [5, 'blaze', 'ggggg']]"
grant,4,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'bggbg'], [3, 'graft', 'gggbg'], [4, 'grant', 'ggggg']]"
scope,3,"[[1, 'slate', 'gbbbg'], [2, 'spore', 'gygbg'], [3, 'scope', 'ggggg']]"
stilt,2,"[[1, 'slate', 'gybyb'], [2, 'stilt', 'ggggg']]"
crude,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bgbyg'], [3, 'crone', 'ggbbg'], [4, 'crude', 'ggggg']]"
flake,4,"[[1, 'slate', 'bggbg'], [2, 'blare', 'bggbg'], [3, 'flame', 'gggbg'], [4, 'flake', 'ggggg']]"
prove,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'ggbbg'], [3, 'prone', 'gggbg'], [4, 'prove', 'ggggg']]"
waive,3,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bgbgg'], [3, 'waive', 'ggggg']]"
point,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bybbg'], [3, 'print', 'gbggg'], [4, 'point', 'ggggg']]"
slyly,4,"[[1, 'slate', 'ggbbb'], [2, 'slunk', 'ggbbb'], [3, 'slimy', 'ggbbg'], [4, 'slyly', 'ggggg']]"
deity,3,"[[1, 'slate', 'bbbgy'], [2, 'petty', 'bgbgg'], [3, 'deity', 'ggggg']]"
gripe,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'yggbg'], [3, 'gripe', 'ggggg']]"
maize,4,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'ggbbg'], [3, 'mange', 'ggbbg'], [4, 'maize', 'ggggg']]"
slosh,4,"[[1, 'slate', 'ggbbb'], [2, 'slunk', 'ggbbb'], [3, 'slimy', 'ggbbb'], [4, 'slosh', 'ggggg']]"
worse,5,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bgbgg'], [3, 'house', 'bgbgg'], [4, 'posse', 'bgbgg'], [5, 'worse', 'ggggg']]"
stair,3,"[[1, 'slate', 'gbgyb'], [2, 'start', 'gggyb'], [3, 'stair', 'ggggg']]"
whale,2,"[[1, 'slate', 'bygbg'], [2, 'whale', 'ggggg']]"
boost,3,"[[1, 'slate', 'ybbyb'], [2, 'foist', 'bgbgg'], [3, 'boost', 'ggggg']]"
pansy,4,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bgbgg'], [3, 'daisy', 'bgbgg'], [4, 'pansy', 'ggggg']]"
baste,3,"[[1, 'slate', 'ybygg'], [2, 'caste', 'bgggg'], [3, 'baste', 'ggggg']]"
baler,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'yybyb'], [3, 'paler', 'bgggg'], [4, 'baler', 'ggggg']]"
prize,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'gggbg'], [3, 'pride', 'gggbg'], [4, 'prime', 'gggbg'], [5, 'prize', 'ggggg']]"
sleep,3,"[[1, 'slate', 'ggbby'], [2, 'sleek', 'ggggb'], [3, 'sleep', 'ggggg']]"
tried,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'gbbgb'], [3, 'timer', 'gybgy'], [4, 'tried', 'ggggg']]"
noisy,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bybgg'], [3, 'noisy', 'ggggg']]"
semen,4,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbygb'], [3, 'seven', 'ggbgg'], [4, 'semen', 'ggggg']]"
spray,3,"[[1, 'slate', 'gbybb'], [2, 'saucy', 'gybbg'], [3, 'spray', 'ggggg']]"
catty,2,"[[1, 'slate', 'bbygb'], [2, 'catty', 'ggggg']]"
coupe,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'ybbyg'], [3, 'coupe', 'ggggg']]"
crepe,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'ygbyg'], [3, 'crepe', 'ggggg']]"
glade,4,"[[1, 'slate', 'bggbg'], [2, 'blare', 'bggbg'], [3, 'flame', 'bggbg'], [4, 'glade', 'ggggg']]"
smart,3,"[[1, 'slate', 'gbgyb'], [2, 'start', 'gbggg'], [3, 'smart', 'ggggg']]"
roast,5,"[[1, 'slate', 'ybgyb'], [2, 'toast', 'bgggg'], [3, 'coast', 'bgggg'], [4, 'boast', 'bgggg'], [5, 'roast', 'ggggg']]"
drive,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bggbg'], [3, 'brine', 'bggbg'], [4, 'grime', 'bggbg'], [5, 'drive', 'ggggg']]"
clove,3,"[[1, 'slate', 'bgbbg'], [2, 'glove', 'bgggg'], [3, 'clove', 'ggggg']]"
belle,2,"[[1, 'slate', 'bybbg'], [2, 'belle', 'ggggg']]"
party,3,"[[1, 'slate', 'bbygb'], [2, 'catty', 'bgbgg'], [3, 'party', 'ggggg']]"
route,3,"[[1, 'slate', 'bbbgg'], [2, 'write', 'bybgg'], [3, 'route', 'ggggg']]"
shank,4,"[[1, 'slate', 'gbgbb'], [2, 'shark', 'gggbg'], [3, 'shack', 'gggbg'], [4, 'shank', 'ggggg']]"
spiky,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbby'], [3, 'skiff', 'gygbb'], [4, 'spiky', 'ggggg']]"
biome,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbybg'], [3, 'binge', 'ggbbg'], [4, 'biome', 'ggggg']]"
pried,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgy'], [3, 'dried', 'bgggg'], [4, 'cried', 'bgggg'], [5, 'pried', 'ggggg']]"
truer,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'gbbgb'], [3, 'timer', 'gbbgg'], [4, 'truer', 'ggggg']]"
freer,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'gybgg'], [3, 'finer', 'gbbgg'], [4, 'freer', 'ggggg']]"
print,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bybbg'], [3, 'print', 'ggggg']]"
shunt,3,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbbyg'], [3, 'shunt', 'ggggg']]"
sound,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbybb'], [3, 'sorry', 'ggbbb'], [4, 'sound', 'ggggg']]"
comet,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bbbgg'], [3, 'covet', 'ggbgg'], [4, 'comet', 'ggggg']]"
feast,3,"[[1, 'slate', 'ybgyy'], [2, 'beast', 'bgggg'], [3, 'feast', 'ggggg']]"
belie,3,"[[1, 'slate', 'bybbg'], [2, 'belle', 'gggbg'], [3, 'belie', 'ggggg']]"
spilt,3,"[[1, 'slate', 'gybyb'], [2, 'stilt', 'gbggg'], [3, 'spilt', 'ggggg']]"
chafe,5,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'bbgbg'], [3, 'awake', 'bbgbg'], [4, 'peace', 'bbgyg'], [5, 'chafe', 'ggggg']]"
house,3,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bgbgg'], [3, 'house', 'ggggg']]"
leave,3,"[[1, 'slate', 'bygbg'], [2, 'whale', 'bbgyg'], [3, 'leave', 'ggggg']]"
reuse,4,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bbbgg'], [3, 'purse', 'byygg'], [4, 'reuse', 'ggggg']]"
truly,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'bybgy'], [3, 'truly', 'ggggg']]"
lance,3,"[[1, 'slate', 'byybg'], [2, 'cable', 'ygbyg'], [3, 'lance', 'ggggg']]"
horse,4,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bgbgg'], [3, 'house', 'ggbgg'], [4, 'horse', 'ggggg']]"
loamy,4,"[[1, 'slate', 'bygbb'], [2, 'frail', 'bbgby'], [3, 'koala', 'bggyb'], [4, 'loamy', 'ggggg']]"
blast,2,"[[1, 'slate', 'yggyb'], [2, 'blast', 'ggggg']]"
foist,2,"[[1, 'slate', 'ybbyb'], [2, 'foist', 'ggggg']]"
foray,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bygbg'], [3, 'foray', 'ggggg']]"
fried,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'gbbgy'], [3, 'fried', 'ggggg']]"
seven,3,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbygb'], [3, 'seven', 'ggggg']]"
shaft,4,"[[1, 'slate', 'gbgyb'], [2, 'start', 'gbgbg'], [3, 'scant', 'gbgbg'], [4, 'shaft', 'ggggg']]"
cruel,4,"[[1, 'slate', 'bybby'], [2, 'level', 'bbbgg'], [3, 'bowel', 'bbbgg'], [4, 'cruel', 'ggggg']]"
snort,5,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbgbg'], [3, 'short', 'gbggg'], [4, 'sport', 'gbggg'], [5, 'snort', 'ggggg']]"
weave,3,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'bbggg'], [3, 'weave', 'ggggg']]"
rarer,3,"[[1, 'slate', 'bbyby'], [2, 'racer', 'ggbgg'], [3, 'rarer', 'ggggg']]"
elite,2,"[[1, 'slate', 'bgbgg'], [2, 'elite', 'ggggg']]"
chide,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbgyg'], [3, 'chide', 'ggggg']]"
haute,2,"[[1, 'slate', 'bbygg'], [2, 'haute', 'ggggg']]"
probe,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'ggbbg'], [3, 'prone', 'gggbg'], [4, 'prove', 'gggbg'], [5, 'probe', 'ggggg']]"
tenet,2,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ggggg']]"
chime,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbgyg'], [3, 'chide', 'gggbg'], [4, 'chime', 'ggggg']]"
grope,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'ygbbg'], [3, 'grope', 'ggggg']]"
gravy,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbb'], [3, 'brain', 'bggbb'], [4, 'gravy', 'ggggg']]"
pence,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'gbbgg'], [3, 'pence', 'ggggg']]"
silky,3,"[[1, 'slate', 'gybbb'], [2, 'spill', 'gbyyb'], [3, 'silky', 'ggggg']]"
whine,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbgbg'], [3, 'ovine', 'bbggg'], [4, 'whine', 'ggggg']]"
array,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bygbg'], [3, 'array', 'ggggg']]"
slick,3,"[[1, 'slate', 'ggbbb'], [2, 'slunk', 'ggbbg'], [3, 'slick', 'ggggg']]"
piece,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'gbygg'], [3, 'piece', 'ggggg']]"
slang,4,"[[1, 'slate', 'gggbb'], [2, 'slash', 'gggbb'], [3, 'slain', 'gggby'], [4, 'slang', 'ggggg']]"
covet,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bbbgg'], [3, 'covet', 'ggggg']]"
bloke,5,"[[1, 'slate', 'bgbbg'], [2, 'glove', 'bggbg'], [3, 'elope', 'bggbg'], [4, 'clone', 'bggbg'], [5, 'bloke', 'ggggg']]"
grove,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bgbbg'], [3, 'drove', 'bgggg'], [4, 'grove', 'ggggg']]"
posse,4,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'bgbgg'], [3, 'house', 'bgbgg'], [4, 'posse', 'ggggg']]"
table,2,"[[1, 'slate', 'byyyg'], [2, 'table', 'ggggg']]"
taste,4,"[[1, 'slate', 'ybygg'], [2, 'caste', 'bgggg'], [3, 'baste', 'bgggg'], [4, 'taste', 'ggggg']]"
fancy,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'yggbg'], [4, 'fancy', 'ggggg']]"
berry,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bgggg'], [4, 'berry', 'ggggg']]"
deuce,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbbgg'], [3, 'fence', 'bgbgg'], [4, 'deuce', 'ggggg']]"
steel,3,"[[1, 'slate', 'gybyy'], [2, 'spelt', 'gbgyy'], [3, 'steel', 'ggggg']]"
fence,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbbgg'], [3, 'fence', 'ggggg']]"
palsy,3,"[[1, 'slate', 'yyybb'], [2, 'basal', 'bgyby'], [3, 'palsy', 'ggggg']]"
drove,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bgbbg'], [3, 'drove', 'ggggg']]"
patsy,3,"[[1, 'slate', 'ybyyb'], [2, 'artsy', 'ybggg'], [3, 'patsy', 'ggggg']]"
meant,3,"[[1, 'slate', 'bbgyy'], [2, 'react', 'bggbg'], [3, 'meant', 'ggggg']]"
tally,3,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bgyby'], [3, 'tally', 'ggggg']]"
rupee,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'yybbg'], [3, 'rupee', 'ggggg']]"
irony,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bgggg'], [3, 'irony', 'ggggg']]"
froze,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bgbbg'], [3, 'drove', 'bggbg'], [4, 'broke', 'bggbg'], [5, 'froze', 'ggggg']]"
batty,5,"[[1, 'slate', 'bbygb'], [2, 'catty', 'bgggg'], [3, 'patty', 'bgggg'], [4, 'fatty', 'bgggg'], [5, 'batty', 'ggggg']]"
caper,3,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgygg'], [3, 'caper', 'ggggg']]"
marry,2,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggggg']]"
paste,5,"[[1, 'slate', 'ybygg'], [2, 'caste', 'bgggg'], [3, 'baste', 'bgggg'], [4, 'taste', 'bgggg'], [5, 'paste', 'ggggg']]"
pouty,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbbgb'], [3, 'putty', 'gybgg'], [4, 'pouty', 'ggggg']]"
shout,3,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbggg'], [3, 'shout', 'ggggg']]"
sloth,2,"[[1, 'slate', 'ggbgb'], [2, 'sloth', 'ggggg']]"
south,3,"[[1, 'slate', 'gbbgb'], [2, 'sooth', 'ggbgg'], [3, 'south', 'ggggg']]"
paler,3,"[[1, 'slate', 'byyby'], [2, 'legal', 'yybyb'], [3, 'paler', 'ggggg']]"
heave,4,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'bbggg'], [3, 'weave', 'bgggg'], [4, 'heave', 'ggggg']]"
alike,2,"[[1, 'slate', 'bgybg'], [2, 'alike', 'ggggg']]"
dense,3,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'ybbgg'], [3, 'dense', 'ggggg']]"
ready,3,"[[1, 'slate', 'bbgby'], [2, 'beady', 'bgggg'], [3, 'ready', 'ggggg']]"
